,full_text,Label
5705,Clearly she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike.,Causal_Oversimplification
5726,She is a hijab wearing devout Muslim and Islamic Jew hatred is in the Quran.,Causal_Oversimplification
5728,"but this is the way the Democrat leadership, and the Democrat base, thinks. They want candidates like Ilhan Omar. And they know they’ll win, because this is their base today",Causal_Oversimplification
5729,"Neither the Democrat leadership nor the Democrat base cares that she married her brother. She is a Muslim and a leftist, so she can further their identity politics. That’s all that matters to them",Causal_Oversimplification
5735,The Left maintains that Islamic jihad terror is not a problem it s just a reaction to the evil deeds of the U.S. and Israel.,Causal_Oversimplification
5797,"Assange never met Manafort. The DNC emails were downloaded by an insider. Assange never even considered fleeing to Russia. Those are the facts, and I am in a position to give you a personal assurance of them",Causal_Oversimplification
5800,I can also assure you that Luke Harding the Guardian Washington Post and New York Times have been publishing a stream of deliberate lies in collusion with the security services.,Causal_Oversimplification
5802,"Plainly the government of Ecuador is releasing lies about Assange to curry favour with the security establishment of the USA and UK, and to damage Assange’s support prior to expelling him from the Embassy. He will then be extradited from London to the USA on charges of espionage",Causal_Oversimplification
5974,Its job is to shore up a consensus on the left for attacks on leading threats to the existing neoliberal order whether they are a platform like Wikileaks promoting whistle blowing against a corrupt western elite or a politician like Jeremy Corbyn seeking to break apart the status quo on the rapacious financial industries or Israel Palestine or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of America s backyard or social media dissidents who have started to chip away at the elite friendly narratives of corporate media including the Guardian.,Causal_Oversimplification
6047,The Guardian did not make a mistake in vilifying Assange without a shred of evidence. It did what it is designed to do,Causal_Oversimplification
6097,"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: ... The Guardian did not make a mistake in vilifying Assange without a shred of evidence. It did what it is designed to do",Causal_Oversimplification
6098,"It is no accident that Luke Harding is still employed: in fact, it is because of Harding’s consistent loyalty to establishment, specifically the UK intelligence apparatus, over the truth that determines his “success” amongst legacy press outlets. Harding is not a defacement or a departure from the norm, but the personification of it",Causal_Oversimplification
