,full_text,Label
2695,While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal the announcement came with threats from a top Iranian official that the activities could be quickly expanded.,Appeal_to_fear-prejudice
2771,The Iranians also operate a global network of jihad terror organizations one of which Hizballah is quite active in Mexico now with the obvious ultimate intention of crossing the border and committing jihad massacres of Americans.,Appeal_to_fear-prejudice
2833,Only the silence of good people will allow them to win.,Appeal_to_fear-prejudice
2978,What did the scripture of Islam tell me about the duty to kill infidels,Appeal_to_fear-prejudice
2979,Wills never mentions Qur an 9 29 which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia.,Appeal_to_fear-prejudice
2980,This passage envisions some of the disbelievers becoming Muslim and then turning away again whereupon the Muslims are told to kill them wherever you find them. God s inexhaustible mercy indeed.,Appeal_to_fear-prejudice
3028,Children are being used as human shields in a campaign to end national security forever.,Appeal_to_fear-prejudice
3031,Other governments have separated mothers and children Former CIA and NSA chief Michael Hayden wrote on Saturday along with a black and white photo of the Birkenau concentration and death camp in Poland.,Appeal_to_fear-prejudice
3034,Yes the Nazi arrested people asked them for ID split up families and then killed them all.,Appeal_to_fear-prejudice
3035,Selecting the Jews based on race for extermination is more of the reason why the term Nazi is not a positive one.,Appeal_to_fear-prejudice
3065,"If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose. We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an",Appeal_to_fear-prejudice
3066,Muhammad advises the same thing according to the tradition of the Muslim doctors wherefore the great Temur always strove to exterminate the infidels as much to acquire that glory as to signalise himself by the greatness of his conquests.,Appeal_to_fear-prejudice
3067,But if we don t speak about such facts how will we ever convince Muslims not to follow hardline interpretations of the Qur an,Appeal_to_fear-prejudice
3098,The persecution of Julian Assange must end. Or it will end in tragedy,Appeal_to_fear-prejudice
3119,"They can remain silent, for which history will be unforgiving. Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home",Appeal_to_fear-prejudice
3173,"Malcolm Turnbull can remain silent. Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world",Appeal_to_fear-prejudice
3265,In 1013 Berbers from North Africa entered Spain and took Co rdoba in 1013 they began massacring Jews and initiated a wholesale slaughter of Jews in Granada.,Appeal_to_fear-prejudice
3266,Inhuman and criminal annihilation runs in the veins of many in the West.,Appeal_to_fear-prejudice
3341,This is a very real threat one that is largely immune to attack from the air.,Appeal_to_fear-prejudice
3423,We have shown the young people that abortion is murder and that 58 million babies have been murdered since 1973 under the guise of woman s choice Proverbs 6 17.,Appeal_to_fear-prejudice
3478,They would be immediate targets should the US and South Korea attack the north.,Appeal_to_fear-prejudice
3479,It would take only three nuclear weapons to shatter Japan and just two to cripple South Korea not to mention polluting the globe with radioactive dust and contaminating North Asia s water sources.,Appeal_to_fear-prejudice
3480,Nuclear explosions would spread radioactive contamination over northern China and Pacific Russia.,Appeal_to_fear-prejudice
3482,War against North Korea would be a slow and bloody slog even a repeat of the bloody stalemated 1950 52 Korean War in which 39000 Americans and at least 2.5 million Koreans died.,Appeal_to_fear-prejudice
3511,Don t allow yourself to be fooled arm yourself with the truth by preordering The History of Jihad From Muhammad to ISIS click here to do so now.,Appeal_to_fear-prejudice
3532,Robert McManus Roman Catholic Bishop of Worcester Massachusetts said it on February 82013 as he was suppressing a planned talk at a Catholic conference on that persecution Talk about extreme militant Islamists and the atrocities that they have perpetrated globally might undercut the positive achievements that we Catholics have attained in our inter religious dialogue with devout Muslims.,Appeal_to_fear-prejudice
3625,Rob Pincus Best Price 2.00 Buy New 17.99 as of 03 35 EDT Details He d launched the site months earlier along with an anarchist video manifesto declaring that gun control would never be the same in an era when anyone can download and print their own firearm with a few clicks.,Appeal_to_fear-prejudice
3626,Less than a week later Wilson received a letter from the US State Department demanding that he take down his printable gun blueprints or face prosecution for violating federal export controls.,Appeal_to_fear-prejudice
3690,Whosoever therefore resisteth the power resisteth the ordinance of God and they that resist shall receive to themselves damnation.,Appeal_to_fear-prejudice
3735,Think of this the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.,Appeal_to_fear-prejudice
3744,And whoso falleth not down and worshippeth shall the same hour be cast into the midst of a burning fiery furnace.,Appeal_to_fear-prejudice
3779,We ll house feed and clothe you and look after your retirement. The new arrangement is a perversion of that Keep quiet and go along with it all and you ll be fine but step an inch out of line and we ll destroy you.,Appeal_to_fear-prejudice
3874,"Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises. Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives. The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of",Appeal_to_fear-prejudice
3931,This doltish and dimwitted document wreaks of psycho babble insults the intelligence of young people and will destroy the future of the Church.,Appeal_to_fear-prejudice
4055,And the Preacher notes that when sentence is not speedily pronounced against the evil the children of men commit evils without any fear Eccles.,Appeal_to_fear-prejudice
4100,Please consider that in anger and tragedy the desire for revenge usually overrides reason and an honest answering of the question must this person s life be taken to preserve society The desire for swift and firm convictions has sent many to death who never deserved such a punishment nor was such a punishment truly necessary for the safety of society.,Appeal_to_fear-prejudice
4104,"Putting aside freedom of speech, the persecution of this man has been something that should horrify all free-thinking people. If it doesn’t horrify us, then we have surrendered something very valuable",Appeal_to_fear-prejudice
4115,If Julian is allowed to be spirited away to some super max hellhole it will be a great atrocity.,Appeal_to_fear-prejudice
4129,In a letter to the Australian prime minister Malcolm Turnbull Julian s father John Shipton wrote I ask the prime minister to do all within his power to return Julian home before Julian s situation becomes an irreversible tragedy. That is why this is such an urgent case of justice toward a single human being as well as a case of a journalistic organization s right to function and our right to have the information it provides.,Appeal_to_fear-prejudice
4143,That might not be a precise parallel but if Julian Assange is allowed to literally go under it represents the conquest of all of us.,Appeal_to_fear-prejudice
4145,But if you know the theater is in fact on fire and you do not shout out what happens after is your responsibility.,Appeal_to_fear-prejudice
4151,"In the library, silence is golden. In the world of human rights, silence equals mass murder",Appeal_to_fear-prejudice
4218,While I realize that it is not always easy to evaluate the credibility of those bringing allegations and that there s often a tendency to believe those we know over those we don t I don t think that the Church in the United States will rest and confidence will be restored until the matter is independently investigated and explained and assurances are given that there are safeguards in place to make sure that something like this couldn t happen again.,Appeal_to_fear-prejudice
4219,Or is it not so that it is both negligent and uncharitable for some bishops to refuse to inform their faithful that according to the Church s own infallible teaching everlasting damnation is the price to be paid for this kind of inclusivity and toleration,Appeal_to_fear-prejudice
4220,The Catholic Church s new found climate of tolerance is exactly what McCarrick and company are counting on,Appeal_to_fear-prejudice
4221,This is gross dereliction of duty and we hope and pray that all the good U.S. bishops would jump at the opportunity to issue statements reaffirming the Church s clear teaching against all sins of the flesh homo and heterosexual.,Appeal_to_fear-prejudice
4222,Our bishops must make it absolutely clear that the Church s moral theology on homosexuality will not and can not be trumped by the dictates of political correctness.,Appeal_to_fear-prejudice
4223,Until the Church and her bishops get back to reaffirming traditional Catholic teaching on human sexuality we can forget about seeing an end to the sexual abuse crisis and the massive problem of homosexuality in the clergy.,Appeal_to_fear-prejudice
4224,REMNANT COMMENT While we certainly appreciate His Excellency s candid explanation of what he knew and did not know about this horrific scandal in the Church we would also humbly beg him to take it one step further by publicly proclaiming his profession of belief in the Church s official teaching against the mortal sin of homosexual acts and the so called gay lifestyle which includes her long held teaching that homosexual activity between clerics is an ecclesiastical crime.,Appeal_to_fear-prejudice
4327,Unless and until we take seriously our call to sanctity we as an institution and as individuals will continue to suffer the wages of sin.,Appeal_to_fear-prejudice
4328,But they will also be doing their sacred duty before God in reassuring their thoroughly scandalized flocks that they are absolutely committed to the defense and enforcement of the Church’s moral teaching at a time when it is under scurrilous attack from within. Nothing less will do,Appeal_to_fear-prejudice
4329,"In the end, the excuses do not matter. We must be done with sin. It must be rooted out and again considered unacceptable",Appeal_to_fear-prejudice
4330,Failure to do so will lead to dismissal from diocesan sponsorship,Appeal_to_fear-prejudice
4368,Be forewarned that inviting young people from ages 16 29 to the Synod to discuss vocations with Bishops poses serious moral and physical dangers to these unsuspecting youth many of whom think homosexuality is cool.,Appeal_to_fear-prejudice
4413,It is essential that we as a Church be able to acknowledge and condemn with sorrow and shame the atrocities perpetrated by consecrated persons clerics and all those entrusted with the mission of watching over and caring for those most vulnerable he said.,Appeal_to_fear-prejudice
4442,If you read the preceding verse you will see that Scripture tells us they that forsake the law praise the wicked.,Appeal_to_fear-prejudice
4537,Also as this is an unprecedented moment in papal history perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later before this crisis gets any more out of control than it already is.,Appeal_to_fear-prejudice
4566,They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities. But they will,Appeal_to_fear-prejudice
4577,Winters issues the dire warning that A putsch is afoot and if the U.S. bishops do not as a body stand up to defend the Holy Father in the next 24 hours we shall be slipping towards schism long before the bishops meeting in November.,Appeal_to_fear-prejudice
4607,The idea of a purge of gay priests is both ridiculous and dangerous. Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy,Appeal_to_fear-prejudice
4627,Those reforms included abandonment of the Vatican s strict pre conciliar instruction 1961 that advancement to religious vows and ordination should be barred to those who are afflicted with evil tendencies to homosexuality or pederasty since for them the common life and the priestly ministry would constitute serious dangers. Today neo Catholic commentators cowed by the demands of political correctness refuse to state the simple truth that homosexuality is a perversion that precludes ordination as does any other grave psychological disorder.,Appeal_to_fear-prejudice
4685,We must no longer subsidize the malpractice of the architects of ruin. Nor must we join the neo-Catholics in their mindless applause when one of these incompetents attempts to repoint a brick or two in the crumbling façade they have erected to obscure the Church of old,Appeal_to_fear-prejudice
4854,Below are 9 concrete steps that if implemented by a future American administration would make a big difference in preserving our civilization and in defending Americans from terrorism,Appeal_to_fear-prejudice
5006,Of course if they did then someone might actually have to act on something that actually was a crime.,Appeal_to_fear-prejudice
5018,"At this dire moment, we all need to amplify our voices in defense of free speech. And we need to adamantly defend all the truth-tellers at the very moment they come under attack. We also need to contact our representatives and to call for a Congressional investigation into this pernicious assault by the fascist Left on our liberties",Appeal_to_fear-prejudice
5118,Fisher knows that Francis knows it even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful that Bergoglio s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith.,Appeal_to_fear-prejudice
5178,The successors of the Apostles the only ones in a position to end his rampage must demand his resignation and should he refuse as expected act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy.,Appeal_to_fear-prejudice
5258,If Kavanaugh Is Not Confirmed By Senate Then We Are All Just One Accusation Away From Ruin,Appeal_to_fear-prejudice
5310,And guess what next time a man is nominated to a position who really has committed a crime people will be that much less likely to believe his accuser.,Appeal_to_fear-prejudice
5441,Rush Limbaugh to Republicans You can kiss the MIDTERMS goodbye if you don t get highly qualified Kavanaugh approved.,Appeal_to_fear-prejudice
5473,The enemy is not only at the gates but has now made their way to the thrones of power and the seats of the Apostles. God help us,Appeal_to_fear-prejudice
5491,When Kavanaugh is on the Supreme Court undermining our 4thAmendment right against unreasonable searches and seizures it will be too late for others to join me.,Appeal_to_fear-prejudice
5547,To my Republican colleagues if you vote no you re legitimizing the most despicable thing I have seen in my time in politics.,Appeal_to_fear-prejudice
5621,Turkish media reports based in part on apparent audio recordings have said Khashoggi was beaten to death and then dismembered in the building.,Appeal_to_fear-prejudice
5625,Turkish officials say Khashoggi s body was cut up with a bone saw then taken out of the building.,Appeal_to_fear-prejudice
5632,Turkish authorities and media have said audio recordings show that Khashoggi was tortured and beheaded inside the consulate although the recordings have not been released.,Appeal_to_fear-prejudice
5637,I am watching the Democrat Party led because they want Open Borders and existing weak laws assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S Donald J. Trump realDonaldTrump October 182018,Appeal_to_fear-prejudice
5645,I am watching the Democrat Party led because they want Open Borders and existing weak laws assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S take our poll story continues below Will the Democrats try to impeach President Trump now that they control the House,Appeal_to_fear-prejudice
5653,He then pointed out that many who cross the border are criminals and are coming to engage in criminal activity.,Appeal_to_fear-prejudice
5666,CNN s Don Lemon Contradicts Himself In Just One Sentence We Have to Stop Demonizing People White Men Most Of Them Radicalized,Appeal_to_fear-prejudice
5674,"We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized to the right, and we have to start doing something about them,” Lemon said. “There is no travel ban on them… there is no white guy ban",Appeal_to_fear-prejudice
5707,At a rally of 8500 in Indiana on Friday Trump encouraged them to go out and vote Republican if they didn t want to be uttering the words Speaker Pelosi over the next two years.,Appeal_to_fear-prejudice
5719,They are rooted in bigotry toward a belief about what Muslims are stereotyped to believe.,Appeal_to_fear-prejudice
5750,As the old saying goes If you like down with dogs you re going to get fleas.,Appeal_to_fear-prejudice
5754,They are motivated to get to the polls this November. So it is crucial that you and your pro-gun friends get to the polls,Appeal_to_fear-prejudice
5772,"Forthrightly pro-America, pro-Israel candidates would stand little to no chance in either of their districts. And that is indicative of a much larger problem",Appeal_to_fear-prejudice
5806,But I fear that state control of propaganda may be such that this massive Big Lie will come to enter public consciousness in the same way as the non existent Russian hack of the DNC servers.,Appeal_to_fear-prejudice
5809,WATCH Angry leftist pours her beverage on FSU Republicans and says they are normalizing and enabling Nazis by supporting Rick Scott and Ron DeSantis.,Appeal_to_fear-prejudice
5810,WATCH Angry leftist pours her beverage on FSU Republicans and says they are normalizing and enabling Nazis by supporting Rick Scott and Ron DeSantis.,Appeal_to_fear-prejudice
5844,Anyone who doubts this is an invasion only need look at the size of the caravan and those that make up the majority of those marching towards our border.,Appeal_to_fear-prejudice
5883,"We don’t, do we have to let [the voters] know what the agenda is ahead of time? We can’t… We cannot… You alienate everybody",Appeal_to_fear-prejudice
5908,Omar Smith a Gillum campaign staffer who went to college with the candidate says on video that if Gillum is elected none of the things outlined in his platform would happen.,Appeal_to_fear-prejudice
5945,This massive Democrat voter fraud could be the end of our free republic.,Appeal_to_fear-prejudice
6113,It is on all of us to debunk them and to educate the public about their scheme.,Appeal_to_fear-prejudice
